SHOE_NAME,Brand,Closure,Collaboration,Designed By,Embellishment,Inspired From,Lace Type,MSRP (USD),Origin,Print,Release Date,Season,Style,Top,Weight (oz)
Skechers Classic Fit Delson Camben,Skechers,"{Laces, Slip-On}",,,,Casual,"{Round Lace, No Lace}",75.00,,{},,"{Spring, Summer}","{Dad, Sporty}",Low,
Onitsuka Tiger Alvarado,Onitsuka Tiger,{Laces},,,,Running,{Flat Lace},75.00,,{},,"{Spring, Summer}","{Retro, Sporty}",Low,
Adidas Ventice Climacool,Adidas,{Laces},,,,Running,{Flat Lace},80.00,,{},2022,"{Spring, Summer}",{Sporty},Low,10.0
KEEN Highland,KEEN,{Laces},,,,Casual,{},130.00,,{},2020,{},{},Low,
Adidas Superstar Vegan,Adidas,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",100.00,Asian,{},2022,"{Spring, Summer}",{},Low,
Adidas Liberty Cup,Adidas,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",90.00,,{},2020,"{Spring, Summer}","{Retro, Sporty}",Low,
Lakai Proto,Lakai,{},,,,Skate,{},90.00,,{},2019,{},{},Low,
Fila Ray Tracer TR 2,Fila,{Laces},,,,,{Round Lace},80.00,,{},2022,{},"{Dad, Chunky}",Low,
PUMA Flyer Runner,PUMA,{Laces},,,,Running,{},60.00,,{},2020,{Summer},{Classic},Low,
Emerica Wino Standard,Emerica,{Laces},,,,Skate,{},55.00,,{},2019,{},{},Low,
KEEN Jasper,KEEN,{},,,,,{},90.00,,{},,{},{},Low,
Adidas Marathon Tech,Adidas,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",120.00,,{},2019,"{Spring, Summer}","{Retro, Sporty}",Low,
DC Metric,DC,{Laces},,,,Skate,{},95.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
PUMA Redon Move,PUMA,{Velcro},,,,,{No Lace},55.00,,{},,"{Spring, Summer}",{Minimalist},Low,
Hush Puppies Gus,Hush Puppies,{Laces},,,,Casual,{Round Lace},100.00,,{},2019,{},"{Minimalist, Dressy}",Low,
Vans Era Pro,Vans,{Laces},,,,Skate,{Flat Lace},60.00,,{},,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Ariat Country Mile,Ariat,"{Laces, Slip-On}",,,,Casual,{No Lace},130.00,,{},2022,"{Fall, Winter}","{Dad, Sock}",Low,14.4
Cole Haan Grandpro Rally Canvas Court Sneaker,Cole Haan,{Laces},,,,Tennis,{Elastic Lace},75.00,Asian,{Tie Dye},2022,"{Spring, Summer}","{Classic, Sporty, Minimalist, Dressy}",Low,
Allbirds Tree Pipers,Allbirds,{Laces},,,,Casual,{Flat Lace},105.00,Asian,{},2022,"{Spring, Summer}","{Classic, Minimalist}",Low,9.0
Gucci Screener,Gucci,{},,,,,{},950.00,Italian,{},2022,{Spring},{},,
PUMA Future Rider Double,PUMA,{Laces},,,,Running,{Flat Lace},80.00,,{},2023,"{Spring, Summer}","{Retro, Sporty}",Low,
Nike Hoodland Suede,Nike,{Laces},,,,Hiking,{Flat Lace},80.00,,{},,"{Fall, Winter}",{Sneakerboots},Mid,
Fila Tennis 88,Fila,{},,,,Tennis,{},75.00,Asian,{},2023,"{Fall, Winter}","{Classic, Sporty}",Low,
ASICS Skycourt,ASICS,{Laces},,,,,{Flat Lace},95.00,,{},2022,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Sorel Kinetic Rush,Sorel,{Laces},,,,Casual,{Flat Lace},130.00,,{},2022,{},{Sporty},Low,
Reebok Daytona DMX,Reebok,{Laces},,Christian Tresser,,Running,"{Round Lace, Synthetic Lace}",125.00,,{},2019,"{Spring, Summer}","{Retro, Dad, Sporty, Chunky}",Low,
Nike Air Kukini SE,Nike,{},,,,Running,{},125.00,,"{Leopard, Animal}",2023,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
Adidas Stan Smith Primeknit,Adidas,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",110.00,,{},,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
ECCO Collin 2.0 Slip On,ECCO,{},,,,Casual,{},150.00,,{},2019,{},{},Low,
Adidas ZX 500,Adidas,{Laces},,,Sequin,Running,"{Synthetic Lace, Flat Lace}",110.00,,{},2021,"{Spring, Summer}","{Retro, Sporty}",Low,
Reebok Zig Kinetica II,Reebok,{Laces},,,,Running,{},120.00,,{Striped},2022,{},"{Futuristic, Chunky}",Low,12.0
Cole Haan Grandpro Rally Canvas Penny Loafer,Cole Haan,{Slip-On},,,,Boat,{No Lace},75.00,European,{Tie Dye},2022,"{Spring, Summer}",{Dressy},Low,
Adidas Nebzed,Adidas,{Laces},,,,Running,{},65.00,,{},2020,"{Spring, Summer}",{},Low,
Adidas Team Court,Adidas,{Laces},,,,Tennis,{},70.00,,{},2020,{},{Retro},Low,
DC Heathrow,DC,{},,,,Skate,{},70.00,,{},,{},{},Low,
Adidas Tubular Runner,Adidas,"{Laces, Slip-On}",,Nic Galway,,Running,{No Lace},110.00,,{},,"{Spring, Summer}",{Sporty},Low,
Vans Era S,Vans,{Laces},Suicidal Tendencies,,,Skate,"{Cotton Lace, Flat Lace}",90.00,,{},2020,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Skechers Depth Charge 2.0,Skechers,"{Velcro, Slip-On}",,,,Casual,{No Lace},70.00,,{},2020,"{Spring, Summer}",{},,
Lacoste Menerva,Lacoste,{},,,,Running,{},115.00,,{},,{},{},Low,
PUMA Mirage Mox,PUMA,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2021,"{Spring, Summer}","{Retro, Sporty}",Low,
New Balance MR530,New Balance,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2022,"{Spring, Summer}","{Dad, Sporty}",Low,
New Balance Fresh Foam Cruz v1 Reissue,New Balance,"{Laces, Slip-On}",,,,Running,{No Lace},85.00,,{},2022,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Fila Disruptor 2 Premium,Fila,{Laces},,,,Training,"{Round Lace, Synthetic Lace}",65.00,Italian,{},2019,"{Spring, Summer, Fall}","{Retro, Dad, Sporty, Chunky}",Low,
Etnies Jameson 2,Etnies,{Laces},,,,Skate,{},70.00,,{},2020,"{Spring, Summer}",{Retro},Low,
Nike Dunk Low Next Nature,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",110.00,Asian,{},2022,{},"{Retro, Sporty}",Low,
Nike Air Max 2021 SE,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",170.00,,{},2022,"{Spring, Summer}","{Sporty, Futuristic, Chunky}",Low,
Adidas Ultraboost Supernova DNA,Adidas,{Laces},,,,Running,{Flat Lace},190.00,,{},,"{Spring, Summer}","{Retro, Sporty}",Low,
Etnies Jameson Vulc,Etnies,{},,,,Skate,{},65.00,,{},,{},{},Low,
Skechers Diameter - Vassell,Skechers,{},,,,Casual,{},75.00,,{},2019,{},{},Low,
PUMA Wired,PUMA,{Laces},,,,Running,{},90.00,,{},2020,"{Spring, Summer}",{},Low,
Vans Old Skool Tapered,Vans,{Laces},,,,Skate,{},80.00,,"{Floral, Checkered, Graphic}",2022,"{Spring, Summer, Fall}",{Classic},Low,
Adidas VS Pace,Adidas,{Laces},,,,Casual,{},50.00,,{},2019,{},{},Low,
Adidas Marathon TR,Adidas,{Laces},,,,Running,"{Synthetic Lace, Flat Lace}",110.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
ASICS Classic CT,ASICS,{Laces},,,,Tennis,{Flat Lace},80.00,Asian,{},,"{Spring, Summer}",{Sporty},Low,
Skechers Glide Step Sport,Skechers,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",85.00,,{},2021,"{Spring, Summer}",{Sporty},Low,
Nike Air Max Fusion,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",75.00,,{},2020,"{Spring, Summer}","{Retro, Sporty, Chunky}",Low,
Nike Air Zoom-Type SE,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",150.00,Asian,{},2021,"{Spring, Summer}","{Sporty, Futuristic, Chunky}",Low,
Sperry Striper Storm Boot,Sperry,{Laces},,,,Casual,{Round Lace},100.00,USA,{},2022,"{Fall, Winter}",{Dad},High,
Etnies Veer,Etnies,{Laces},,,,Skate,{},75.00,,{},2020,"{Spring, Summer}",{Classic},Low,
PUMA Future Rider Twofold,PUMA,{Laces},,,,Running,{Flat Lace},80.00,,{},2023,{Fall},"{Retro, Sporty}",Low,
Nike Dunk High SE,Nike,{Laces},,,Embroidered,Basketball,"{Cotton Lace, Flat Lace}",120.00,Asian,{},2022,"{Spring, Summer, Fall}",{Sporty},High,
Adidas Cloudfoam Advantage,Adidas,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",65.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Skechers Stamina - Nuovo,Skechers,{},,,,Casual,{},53.00,,{},,{},{},Low,
ECCO Collin 2.0,ECCO,{},,,,Casual,{},150.00,,{},2019,{},{},Low,
Nike SB Blazer Low GT,Nike,{Laces},Grant Taylor,,,Skate,"{Cotton Lace, Flat Lace}",75.00,,{},,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
Hush Puppies Gil,Hush Puppies,{Velcro},,,,Casual,{No Lace},100.00,,{},2019,{},{Dressy},Low,
Air Jordan 5 Retro Low,Jordan,{Laces},Parley For the Oceans,,,Basketball,"{Cotton Lace, Flat Lace}",200.00,,{},2022,"{Spring, Summer}",{},Low,
Nike Air Max 97 x Undefeated,Nike,{Laces},Undefeated,,,Running,"{Round Lace, Synthetic Lace}",180.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Chunky}",Low,
Nike Air Ghost Racer,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",130.00,,{},2019,"{Spring, Summer, Fall}","{Retro, Chunky}",Low,
DVS Honcho,DVS,{Laces},,,,Skate,{Flat Lace},82.00,,{},,{Fall},"{Dad, Sporty}",Mid,
PUMA Electron Street,PUMA,"{Laces, Slip-On}",,,,Running,"{Cotton Lace, No Lace}",60.00,Asian,{},2020,"{Spring, Summer}",{Sporty},Low,
Nike Flow 2020 ISPA SE,Nike,"{Pull Toggle, Laces, Slip-On}",,,,Casual,"{Round Lace, No Lace, Toggle Lace}",200.00,,{},,"{Fall, Winter}","{Sporty, Sock, Futuristic}",High,
Nike React Live SE,Nike,{Laces},,,,Running,{Round Lace},170.00,,{},2023,"{Spring, Summer}",{Sporty},Low,
Lakai Sheffield,Lakai,{},,,,Skate,{},68.00,,{},2019,{},{},Low,
UGG CA805,UGG,"{Zipper, Laces}",,,,,"{No Lace, Flat Lace}",130.00,,{},2022,"{Spring, Summer}","{Sporty, Platform, Chunky}",Low,
Nike Court Royale Suede,Nike,{Laces},,,,Tennis,{},65.00,,{},,{},{},Low,13.0
Vans Old Skool MTE,Vans,{Laces},,,,Casual,{Round Lace},105.00,,{},2022,"{Fall, Winter}","{Classic, Sporty}",Low,
Nike Air Safari,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},,"{Spring, Summer}","{Retro, Sporty}",Low,
Cole Haan Grandsport Journey,Cole Haan,"{Laces, Slip-On}",,,,Casual,{No Lace},120.00,,"{Snakeskin, Leopard, Animal}",2023,"{Spring, Summer}","{Sporty, Dressy}",Low,
Vans SK8-Hi Core Classics,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",70.00,,{},,"{Spring, Fall}","{Retro, Sporty}",High,
Nike Air Bo Turf,Nike,{Laces},,,,Training,{},140.00,,{},2023,"{Spring, Summer}","{Retro, Sporty}",Low,
Merrell Burnt Rock Travel Suede,Merrell,{},,,,Hiking,{},100.00,,{},,{},{},Low,
Nike Air Max Intrlk,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",80.00,,{},2022,"{Spring, Summer}","{Sporty, Futuristic}",Low,
Adidas Roverend Adventure,Adidas,{Pull Toggle},,,,Hiking,{Toggle Lace},200.00,,{},2023,"{Spring, Summer, Fall}","{Sporty, Futuristic, Chunky, Wedge}",Low,
Onitsuka Tiger Horizonia,Onitsuka Tiger,{Laces},,,,Hiking,{},100.00,,{},2020,"{Spring, Summer}",{},Low,23.8
NikeCourt Royale AC,Nike,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",60.00,Asian,{},2019,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Merrell Jungle Moc Explorer,Merrell,"{Laces, Slip-On}",,,,Hiking,"{No Lace, Toggle Lace}",105.00,,{},2022,{Summer},"{Dad, Sock}",Low,31.7
Diadora Mi Basket Used,Diadora,{Laces},,,,Basketball,{},175.00,,{},2019,{},{Retro},High,
Teva Wyldland,Teva,{Laces},,,,Hiking,{Round Lace},80.00,,{},2022,"{Fall, Winter}",{Sporty},Low,
Adidas Breaknet,Adidas,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",60.00,Asian,{},2022,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Lakai Cambridge Mid,Lakai,{},,,,Skate,{Flat Lace},78.00,,{},2023,"{Spring, Summer}","{Retro, Sporty}",Mid,
Emerica Figgy Dose,Emerica,{},Justin Figueroa,,,Skate,{},75.00,,{},2019,{},{},Low,
Nike Air Max 90 Essential,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",110.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Chunky}",Low,
Reebok Club C Mid II Vintage,Reebok,{Laces},,,,Casual,{Cotton Lace},90.00,,{},2022,"{Summer, Fall}","{Retro, Classic, Sporty, Minimalist}",Mid,
Nike Air Max 1 OG,Nike,{Laces},,Tinker Hatfield,,Running,"{Cotton Lace, Flat Lace}",140.00,,{},,"{Spring, Summer}","{Classic, Sporty}",Low,
New Balance 300 Court,New Balance,{Laces},,,,Tennis,{Flat Lace},80.00,,{},2022,"{Spring, Summer}",{Retro},Low,11.9
Adidas ZX 2K Boost Pure,Adidas,{Laces},,,,Running,{},150.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
Adidas Puremotion Adapt,Adidas,{Slip-On},,,,Running,{No Lace},65.00,,{},2020,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Gucci Tennis 1977,Gucci,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",630.00,Italian,"{Tiger, Animal}",2021,"{Spring, Summer}","{Retro, Sporty}",Low,
PUMA Axelion Ridge,PUMA,{Laces},,,,,{Cotton Lace},75.00,Asian,{},2022,"{Spring, Summer, Fall}",{Sporty},Low,
Nike Air Terra Forma x Off-White,Nike,{Laces},,,Spikes,Hiking,{},210.00,,{Graphic},2023,"{Spring, Summer}","{Futuristic, Sneakerboots}",Mid,
PUMA Turin,PUMA,{Laces},,,,Soccer,"{Cotton Lace, Flat Lace}",60.00,,{},,"{Spring, Summer}","{Classic, Sporty, Minimalist}",Low,
Sperry Cloud CVO,Sperry,{Laces},,,,Boat,{Flat Lace},60.00,,{Checkered},,"{Spring, Summer}",{Minimalist},Low,
Lacoste Europa,Lacoste,{Laces},,,,Casual,{},90.00,,{},,{},{},Low,
Nike Flight Legacy,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",90.00,Asian,{},2020,"{Spring, Fall}",{Sporty},High,17.6
Birkenstock Bartlett,Birkenstock,{Laces},,,,Casual,{Round Lace},210.00,,{},2019,"{Spring, Fall}",{Minimalist},High,
Vans Sk8-Hi Gore-Tex MTE-3,Vans,{Laces},,,,,{Round Lace},180.00,,{},2022,"{Fall, Winter}",{},High,
TOMS Cabrillo,TOMS,{},,,,Casual,{},75.00,,{},2019,{},{},Low,
PUMA LQDCELL Origin,PUMA,{Laces},,,,Running,{},120.00,,{},2020,"{Spring, Summer}",{},Mid,
Adidas Sobakov 2.0,Adidas,{Laces},,,,Football,{},150.00,,{},2019,{},{},Low,
Adidas Broomfield,Adidas,{Laces},,,,Training,"{Cotton Lace, Flat Lace}",100.00,,{},2019,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Nike Cortez SP,Nike,{Laces},Undefeated,,,,{Flat Lace},130.00,,{},2022,"{Spring, Summer}",{Retro},Low,
Reebok Rapide,Reebok,{},,,,Running,{},80.00,,{},2019,{},{},Low,
Vans Skate Half Cab,Vans,{},,,,,{},70.00,,{},2022,{},{},,
Nike SB Dunk Low Pro ISO,Nike,{Laces},,,,Skate,{},100.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Nike Air Max Infinity,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2020,"{Spring, Summer}","{Sporty, Futuristic}",Low,
Balenciaga Phantom,Balenciaga,{Laces},,,,Running,{Round Lace},850.00,Italian,{},2023,"{Spring, Summer}","{Sporty, Chunky}",Low,
Adidas Kaptir 2.0,Adidas,"{Laces, Slip-On}",,,,Running,"{Cotton Lace, Round Lace, No Lace}",85.00,,{},2021,"{Spring, Summer}",{Sporty},Low,
Vans Classic Slip-on Stackform,Vans,{Slip-On},,,,Skate,{No Lace},75.00,,{Checkered},2022,"{Spring, Summer}",{Platform},Low,
New Balance 999,New Balance,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",90.00,,{},2020,"{Spring, Summer}","{Retro, Sporty, Chunky}",Low,
TOMS Arroyo,TOMS,{},,,,Casual,{},90.00,,{},2019,{},{},Low,
Emerica Wino Cruiser,Emerica,{Laces},,,,Skate,{},45.00,,{},2019,{},{},Low,
Adidas Superturf Adventure,Adidas,{Laces},,,,Hiking,{Round Lace},160.00,,{},2023,{Spring},"{Retro, Sporty}",Low,
Adidas Samba Super,Adidas,{Laces},,,,Football,"{Synthetic Lace, Flat Lace}",70.00,,{},2020,"{Spring, Fall}","{Retro, Sporty}",Low,
Lacoste Court-Master,Lacoste,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",100.00,,{},,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
New Balance 913,New Balance,{Laces},Brandon Westgate,,,Skate,{Flat Lace},100.00,,{},2019,{},{Minimalist},Low,
Sorel Kinetic Breakthru Tech Lace,Sorel,{Laces},,,,Running,{Round Lace},135.00,,{},2022,"{Spring, Summer}",{Sporty},Low,
Skechers OG 85,Skechers,{},,,,Running,{},70.00,,{},,{},{},Low,
Nike Air Max Intrlk Lite,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",80.00,,{},2022,"{Spring, Summer}","{Sporty, Futuristic}",Low,
Adidas ZX 1000,Adidas,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
Gucci Ultrapace Sneaker,Gucci,{Laces},,,Embroidered,Running,"{Cotton Lace, Flat Lace}",790.00,Italian,{},2022,"{Spring, Fall}","{Retro, Sporty, Chunky}",Low,
Adidas Forum Premiere,Adidas,"{Velcro, Laces}",,,,Basketball,"{No Lace, Flat Lace}",200.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Mid,
New Balance Pro Court,New Balance,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",70.00,,"{Striped, Zebra, Animal}",,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
eS Contract,éS,{},,,,Skate,{},80.00,,{},2019,{},{},Low,
Adidas Lite Racer CLN,Adidas,{Laces},,,,Running,"{Synthetic Lace, Flat Lace}",65.00,,{},2019,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Clarks Sandford,Clarks,{Laces},,,,Casual,{Flat Lace},220.00,,{},,{Fall},"{Retro, Dressy}",Low,
ASICS Gel Lyte XXX,ASICS,{Laces},,,,Running,{},120.00,,{},2020,"{Spring, Summer}",{Retro},Low,
Nike Air Max Scorpion Flyknit,Nike,{Laces},,,Embroidered,Running,{Round Lace},250.00,Asian,{},2023,"{Fall, Winter}","{Sporty, Futuristic}",Low,
Nike Air Max Fly,Nike,{Laces},,,,Casual,{},100.00,,{},2020,"{Spring, Summer}",{},Low,
Nike Kwondo 1,Nike,{Laces},PEACEMINUSONE,,,Skate,{},180.00,,{Floral},2022,"{Spring, Fall}","{Platform, Dressy}",Low,
Nike Sky Force 3/4,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",85.00,,"{Snakeskin, Camouflage, Animal}",2020,"{Spring, Summer}","{Classic, Sporty}",Low,
Vans Primary Check Old Skool,Vans,{Laces},,,,Skate,{Flat Lace},60.00,,{Checkered},,"{Spring, Summer}","{Retro, Sporty}",Low,
Reebok Instapump Fury Zone,Reebok,{Velcro},,,,Basketball,{No Lace},150.00,Asian,{},2022,"{Spring, Summer}","{Retro, Sporty}",Mid,
Converse Star Player 76,Converse,{Laces},,,,Skate,{Flat Lace},75.00,,{},2023,"{Spring, Summer, Winter}","{Retro, Sporty}",Low,
New Balance Numeric 288 Sport,New Balance,{},,,,Skate,{},94.99,,{},2022,"{Spring, Summer}","{Retro, Classic, Sporty}",Low,13.2
Ugg Classic Clear Mini,UGG,{Slip-On},,,,Casual,{No Lace},150.00,,{},2023,{},{Sneakerboots},High,
Nike Air Max Dawn SE,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",120.00,,{},2022,"{Spring, Summer}",{Sporty},Low,
Timberland Waterproof Chukka Boots,Timberland,{Laces},,,,Casual,"{Round Lace, Synthetic Lace}",135.00,,{},2019,"{Fall, Winter}",{Sneakerboots},Mid,
Reebok Sole Fury,Reebok,{Laces},,,,Running,{Round Lace},90.00,,{},2019,"{Spring, Summer}",{Sporty},Low,
PUMA Bari,PUMA,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",50.00,,{},2019,{Summer},"{Sporty, Minimalist}",Low,
Nike Air Max 90 QS,Nike,{Laces},,,,Running,{Round Lace},180.00,,{},,"{Fall, Winter}","{Dad, Sporty}",Low,
Reebok Zig Elusion Energy,Reebok,{Laces},,,,,{Cotton Lace},100.00,Asian,{},2022,"{Spring, Summer}",{Sporty},Low,
Vans Slip-On CAP,Vans,"{Laces, Slip-On}",,,,Skate,{No Lace},90.00,,{},2020,{Summer},"{Retro, Deconstructed}",Low,
Reebok Club C 85 Vegan,Reebok,{Laces},,,,,{Cotton Lace},80.00,Asian,{},2022,{},"{Retro, Classic, Minimalist}",Low,
Vans Sk8-Hi Tapered,Vans,{Laces},,,,Skate,{},80.00,,"{Tie Dye, Cheetah, Checkered, Animal, Graphic}",2022,"{Spring, Summer}",{Classic},High,
Fila Creator,Fila,{Laces},,,,Running,{},85.00,,{},2019,{},{Dad},Low,
Fila Ray,Fila,{Laces},,,,Casual,{},65.00,,{},2019,{},{Dad},Low,
Nike Shox NZ,Nike,{Laces},,,,Running,{Round Lace},125.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
Saucony 3D Grid Hurricane,Saucony,{Laces},,,,Running,{Flat Lace},130.00,,{},2022,"{Spring, Summer}","{Retro, Dad, Sporty}",Low,13.5
Nike Classic Cortez,Nike,{Laces},,Bill Bowerman,,Running,"{Cotton Lace, Flat Lace}",70.00,Asian,{},,"{Spring, Summer, Fall}","{Classic, Sporty, Minimalist}",Low,
Adidas Trimm Trab,Adidas,{Laces},,,,Casual,{},100.00,,{},2019,{},{Retro},Low,
Etnies Jameson Mid Crank,Etnies,{},,,,Skate,{},100.00,,{},2019,{},{},Low,
DC Infinite Slip-On,DC,{Slip-On},,,,Skate,{No Lace},55.00,,{},2023,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Clarks Tormatch,Clarks,{Laces},,,,Casual,{},150.00,,{},2022,"{Spring, Summer, Fall}","{Classic, Minimalist}",Low,
New Balance 650R,New Balance,{Laces},Aime Leon Dore,,,Basketball,"{Cotton Lace, Flat Lace}",165.00,,{},2022,"{Spring, Summer, Fall}",{Retro},High,
Nike Presto Fly,Nike,"{Laces, Slip-On}",,,,Running,"{Round Lace, No Lace}",100.00,,{},,"{Spring, Summer}",{Sporty},Low,
Timberland Bradstreet Chukka,Timberland,{Laces},,,,Hiking,"{Synthetic Lace, Flat Lace}",135.00,,{},,"{Spring, Fall}","{Dressy, Sneakerboots}",Mid,
DC Court Graffik SE,DC,{},,,,Skate,{},65.00,,{},,{},{},Low,
Converse Chuck Taylor All Star Ultra,Converse,{Laces},,,,Basketball,"{Round Lace, Synthetic Lace}",90.00,Asian,{},2020,"{Spring, Summer}","{Retro, Sporty}",High,
Adidas X9000L2,Adidas,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2020,{Summer},{Sporty},Low,
Adidas Superstar OT Tech,Adidas,{Laces},,,,Basketball,{},100.00,,{},2022,"{Spring, Summer, Fall}",{Classic},Low,
Adidas Ninja Nite Jogger,Adidas,{Laces},Tyler “Ninja” Blevins,,,Running,"{Synthetic Lace, Flat Lace}",150.00,Asian,{},2022,"{Spring, Summer}","{Retro, Sporty, Futuristic}",Low,
New Balance 610 v1,New Balance,{Laces},,,,Running,"{Cotton Lace, Round Lace, Flat Lace}",120.00,,{},2023,"{Spring, Summer}","{Retro, Classic, Sporty}",Low,
Converse Run Star Motion CX Platform,Converse,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",120.00,,{},2022,"{Spring, Summer}","{Dad, Platform, Chunky}",High,
Vans Authentic SF,Vans,{Laces},,,,Skate,{},65.00,,{},,{},{Retro},Low,
Globe GS Chukka,Globe,{Laces},,,,Skate,{},70.00,,{},2019,{},{},Mid,
New Balance BB480,New Balance,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",75.00,,{},2021,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Nike Overbreak SP,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",140.00,Asian,{},2021,"{Spring, Summer}","{Sporty, Futuristic, Chunky}",Low,
Adidas Court Tourino,Adidas,{Laces},,,,Tennis,{Flat Lace},95.00,,{},2022,"{Spring, Summer}",{Classic},Low,
Adidas Torsion TRDC,Adidas,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",130.00,,{},2020,"{Spring, Summer, Fall}","{Retro, Dad, Sporty, Chunky}",Low,
ECCO Zipflex,ECCO,{Laces},,,,Hiking,{Round Lace},150.00,,{},2022,"{Spring, Fall}",{Sporty},Low,
Nike Air Huarache Craft,Nike,{Laces},,,,Running,{Flat Lace},130.00,,{},2023,"{Spring, Summer}","{Retro, Sporty, Wedge}",Low,
Emerica Americana,Emerica,{Laces},,,,Skate,{},75.00,,{},2020,{},{},Low,
Nike Air Max2 CB '94,Nike,"{Laces, Slip-On}",,Tinker Hatfield,,Basketball,"{Round Lace, Synthetic Lace, No Lace}",160.00,Asian,{},2021,"{Spring, Fall}","{Retro, Chunky}",High,
Vans Era 95 DX,Vans,{Laces},,,,Skate,{Cotton Lace},80.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Classic}",Low,
Nike Aqua Sock 360,Nike,{Slip-On},,,,,{No Lace},75.00,,{},,{Summer},{Sock},Low,
Vans Floral Old Skool,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",60.00,,{Floral},2021,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Salomon ACS Pro Advanced,Salomon,{Laces},,,,Hiking,"{Round Lace, Toggle Lace}",230.00,Asian,{},2022,"{Spring, Summer}","{Retro, Sporty, Futuristic}",Low,14.0
Nike Air Max 1 '87,Nike,{Laces},,Tinker Hatfield,,Running,{},160.00,,{},2022,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
Nike Dunk Low EMB,Nike,{Laces},,,,Skate,{Flat Lace},110.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Classic, Sporty}",Low,
